genome_region,gng_linkage_group,refseq_id,social_bias,social_bias_direction
recombining,lg4,LOC105194940,non-significant,Non-diff
recombining,lg4,LOC105194941,non-significant,Non-diff
recombining,lg4,LOC105196119,non-significant,Non-diff
recombining,lg4,LOC105196120,non-significant,Non-diff
recombining,lg4,LOC105196121,non-significant,Non-diff
recombining,lg4,LOC105196122,non-significant,Non-diff
recombining,lg4,LOC105196123,non-significant,Non-diff
recombining,lg4,LOC105196124,non-significant,Non-diff
recombining,lg4,LOC105196126,non-significant,Non-diff
recombining,lg4,LOC105196127,non-significant,Non-diff
recombining,lg4,LOC105196128,non-significant,Non-diff
recombining,lg4,LOC105196130,non-significant,Non-diff
recombining,lg4,LOC105196131,non-significant,Non-diff
recombining,lg4,LOC105196132,non-significant,Non-diff
recombining,lg4,LOC105196133,non-significant,Non-diff
recombining,lg4,LOC105196135,non-significant,Non-diff
recombining,lg4,LOC105196136,non-significant,Non-diff
recombining,lg4,LOC105196137,non-significant,Non-diff
recombining,lg4,LOC105201428,non-significant,Non-diff
recombining,lg4,LOC105201430,non-significant,Non-diff
recombining,lg4,LOC105201431,non-significant,Non-diff
recombining,lg4,LOC105201432,non-significant,Non-diff
recombining,lg4,LOC105201433,non-significant,Non-diff
recombining,lg4,LOC105201434,non-significant,Non-diff
recombining,lg4,LOC105201435,non-significant,Non-diff
recombining,lg4,LOC105201436,non-significant,Non-diff
recombining,lg4,LOC105201438,non-significant,Non-diff
recombining,lg4,LOC105201439,non-significant,Non-diff
recombining,lg4,LOC105201440,non-significant,Non-diff
recombining,lg4,LOC105201441,non-significant,Non-diff
recombining,lg4,LOC105201442,non-significant,Non-diff
recombining,lg4,LOC105201443,non-significant,Non-diff
recombining,lg4,LOC105201444,non-significant,Non-diff
recombining,lg4,LOC105201445,non-significant,Non-diff
recombining,lg4,LOC105201447,non-significant,Non-diff
recombining,lg4,LOC105201448,non-significant,Non-diff
recombining,lg4,LOC105201449,non-significant,Non-diff
recombining,lg4,LOC105201450,non-significant,Non-diff
recombining,lg4,LOC105201451,non-significant,Non-diff
recombining,lg4,LOC105201452,non-significant,Non-diff
recombining,lg4,LOC105201453,non-significant,Non-diff
recombining,lg4,LOC105201454,non-significant,Non-diff
recombining,lg4,LOC105201455,non-significant,Non-diff
recombining,lg4,LOC105201456,non-significant,Non-diff
recombining,lg4,LOC105201457,non-significant,Non-diff
recombining,lg4,LOC105201458,non-significant,Non-diff
recombining,lg4,LOC105201459,non-significant,Non-diff
recombining,lg4,LOC105201460,non-significant,Non-diff
recombining,lg4,LOC105201461,non-significant,Non-diff
recombining,lg4,LOC105201462,non-significant,Non-diff
recombining,lg4,LOC105201463,non-significant,Non-diff
recombining,lg4,LOC105201464,non-significant,Non-diff
recombining,lg4,LOC105201466,non-significant,Non-diff
recombining,lg4,LOC105201467,non-significant,Non-diff
recombining,lg4,LOC105201468,non-significant,Non-diff
recombining,lg4,LOC105201469,non-significant,Non-diff
recombining,lg4,LOC105201470,non-significant,Non-diff
recombining,lg4,LOC105201471,non-significant,Non-diff
recombining,lg4,LOC105201472,non-significant,Non-diff
recombining,lg4,LOC105201473,non-significant,Non-diff
recombining,lg4,LOC105201478,non-significant,Non-diff
recombining,lg4,LOC105201479,non-significant,Non-diff
recombining,lg4,LOC105201480,non-significant,Non-diff
recombining,lg4,LOC105201481,non-significant,Non-diff
recombining,lg4,LOC105201482,non-significant,Non-diff
recombining,lg4,LOC105201483,non-significant,Non-diff
recombining,lg4,LOC105201484,non-significant,Non-diff
recombining,lg4,LOC105201485,non-significant,Non-diff
recombining,lg4,LOC105201487,non-significant,Non-diff
recombining,lg4,LOC105201488,non-significant,Non-diff
recombining,lg4,LOC105201489,non-significant,Non-diff
recombining,lg4,LOC105201490,non-significant,Non-diff
recombining,lg4,LOC105201491,non-significant,Non-diff
recombining,lg4,LOC105201492,non-significant,Non-diff
recombining,lg4,LOC105201493,non-significant,Non-diff
recombining,lg4,LOC105201494,non-significant,Non-diff
recombining,lg4,LOC105205761,non-significant,Non-diff
recombining,lg4,LOC105205771,non-significant,Non-diff
recombining,lg4,LOC105205781,non-significant,Non-diff
recombining,lg4,LOC105205804,non-significant,Non-diff
recombining,lg4,LOC105205814,non-significant,Non-diff
recombining,lg4,LOC105205822,non-significant,Non-diff
recombining,lg4,LOC105205849,non-significant,Non-diff
recombining,lg4,LOC105205860,non-significant,Non-diff
recombining,lg4,LOC105205879,non-significant,Non-diff
recombining,lg4,LOC105205887,non-significant,Non-diff
recombining,lg4,LOC105199188,non-significant,Non-diff
recombining,lg4,LOC105199189,non-significant,Non-diff
recombining,lg4,LOC105199190,significant,Poly
recombining,lg4,LOC105199191,significant,Poly
recombining,lg4,LOC105199193,non-significant,Non-diff
recombining,lg4,LOC105199194,non-significant,Non-diff
recombining,lg4,LOC105199195,non-significant,Non-diff
recombining,lg4,LOC105199197,non-significant,Non-diff
recombining,lg4,LOC105199198,non-significant,Non-diff
recombining,lg4,LOC105199199,non-significant,Non-diff
recombining,lg4,LOC105199200,non-significant,Non-diff
recombining,lg4,LOC105201745,non-significant,Non-diff
recombining,lg4,LOC105203171,non-significant,Non-diff
recombining,lg4,LOC105198065,non-significant,Non-diff
recombining,lg4,LOC105198066,non-significant,Non-diff
recombining,lg4,LOC105198067,non-significant,Non-diff
recombining,lg4,LOC105198068,non-significant,Non-diff
recombining,lg4,LOC105198069,non-significant,Non-diff
recombining,lg4,LOC105198070,non-significant,Non-diff
recombining,lg4,LOC105202613,non-significant,Non-diff
recombining,lg4,LOC105202614,non-significant,Non-diff
recombining,lg4,LOC105202616,non-significant,Non-diff
recombining,lg4,LOC105200609,non-significant,Non-diff
recombining,lg4,LOC105200610,non-significant,Non-diff
recombining,lg4,LOC105200611,non-significant,Non-diff
recombining,lg4,LOC105196190,non-significant,Non-diff
recombining,lg4,LOC105196191,non-significant,Non-diff
recombining,lg4,LOC105196192,non-significant,Non-diff
recombining,lg4,LOC105196194,non-significant,Non-diff
recombining,lg4,LOC105196195,non-significant,Non-diff
recombining,lg4,LOC105196196,non-significant,Non-diff
recombining,lg4,LOC105206225,non-significant,Non-diff
recombining,lg4,LOC105206260,non-significant,Non-diff
recombining,lg4,LOC105206269,non-significant,Non-diff
recombining,lg4,LOC105194174,non-significant,Non-diff
recombining,lg4,LOC105194184,non-significant,Non-diff
recombining,lg4,LOC105194191,non-significant,Non-diff
recombining,lg4,LOC105194221,non-significant,Non-diff
recombining,lg4,LOC105194230,non-significant,Non-diff
recombining,lg4,LOC105194241,non-significant,Non-diff
recombining,lg4,LOC105194267,non-significant,Non-diff
recombining,lg4,LOC105198064,non-significant,Non-diff
recombining,lg4,LOC105201794,non-significant,Non-diff
recombining,lg4,LOC105199493,non-significant,Non-diff
recombining,lg4,LOC105199494,non-significant,Non-diff
recombining,lg4,LOC105199275,non-significant,Non-diff
recombining,lg4,LOC105192926,non-significant,Non-diff
recombining,lg4,LOC105192928,non-significant,Non-diff
recombining,lg4,LOC105197973,non-significant,Non-diff
recombining,lg4,LOC105197975,non-significant,Non-diff
recombining,lg4,LOC105200632,non-significant,Non-diff
recombining,lg4,LOC105199278,non-significant,Non-diff
recombining,lg4,LOC105199279,non-significant,Non-diff
recombining,lg4,LOC105199281,non-significant,Non-diff
recombining,lg4,LOC105199282,non-significant,Non-diff
recombining,lg4,LOC105198080,non-significant,Non-diff
recombining,lg4,LOC105198081,non-significant,Non-diff
recombining,lg4,LOC105198082,non-significant,Non-diff
recombining,lg4,LOC105204486,non-significant,Non-diff
recombining,lg4,LOC105196275,non-significant,Non-diff
recombining,lg4,LOC105196276,non-significant,Non-diff
recombining,lg4,LOC105196277,non-significant,Non-diff
recombining,lg4,LOC105196278,non-significant,Non-diff
recombining,lg4,LOC105196280,non-significant,Non-diff
recombining,lg4,LOC105196281,non-significant,Non-diff
recombining,lg4,LOC105196282,non-significant,Non-diff
recombining,lg4,LOC105196283,non-significant,Non-diff
recombining,lg4,LOC105196284,non-significant,Non-diff
recombining,lg4,LOC105196285,significant,Poly
recombining,lg4,LOC105196286,non-significant,Non-diff
recombining,lg4,LOC105196287,non-significant,Non-diff
recombining,lg4,LOC105196288,non-significant,Non-diff
recombining,lg4,LOC105196289,non-significant,Non-diff
recombining,lg4,LOC105196290,non-significant,Non-diff
recombining,lg4,LOC105196291,non-significant,Non-diff
recombining,lg4,LOC105205593,non-significant,Non-diff
recombining,lg4,LOC105205594,non-significant,Non-diff
recombining,lg4,LOC105205595,non-significant,Non-diff
recombining,lg4,LOC105205596,non-significant,Non-diff
recombining,lg4,LOC105205598,non-significant,Non-diff
recombining,lg4,LOC105205599,non-significant,Non-diff
recombining,lg4,LOC105205600,non-significant,Non-diff
recombining,lg4,LOC105205601,non-significant,Non-diff
recombining,lg4,LOC105205602,non-significant,Non-diff
recombining,lg4,LOC105205603,non-significant,Non-diff
recombining,lg4,LOC105205604,non-significant,Non-diff
recombining,lg4,LOC105205606,non-significant,Non-diff
recombining,lg4,LOC105205607,non-significant,Non-diff
recombining,lg4,LOC105205608,non-significant,Non-diff
recombining,lg4,LOC105205610,non-significant,Non-diff
recombining,lg4,LOC105205611,non-significant,Non-diff
recombining,lg4,LOC105205612,non-significant,Non-diff
recombining,lg4,LOC105195840,non-significant,Non-diff
recombining,lg4,LOC105195841,non-significant,Non-diff
recombining,lg4,LOC105195842,non-significant,Non-diff
recombining,lg4,LOC105195843,non-significant,Non-diff
recombining,lg4,LOC105195844,non-significant,Non-diff
recombining,lg4,LOC105195846,non-significant,Non-diff
recombining,lg4,LOC105195847,non-significant,Non-diff
recombining,lg4,LOC105195848,non-significant,Non-diff
recombining,lg4,Trnav-uac,non-significant,Non-diff
recombining,lg4,LOC105203404,significant,Poly
recombining,lg4,LOC105203405,significant,Poly
recombining,lg4,LOC105203406,non-significant,Non-diff
recombining,lg4,LOC105203407,non-significant,Non-diff
recombining,lg4,LOC105203408,non-significant,Non-diff
recombining,lg4,LOC105203409,non-significant,Non-diff
recombining,lg4,LOC105203410,non-significant,Non-diff
recombining,lg4,LOC105203413,non-significant,Non-diff
recombining,lg4,LOC105203414,non-significant,Non-diff
recombining,lg4,LOC105203415,non-significant,Non-diff
recombining,lg4,LOC105203416,non-significant,Non-diff
recombining,lg4,LOC105203417,significant,Poly
recombining,lg4,LOC105203418,non-significant,Non-diff
recombining,lg4,LOC105203419,non-significant,Non-diff
recombining,lg4,LOC105203420,non-significant,Non-diff
recombining,lg4,LOC105203422,non-significant,Non-diff
recombining,lg4,LOC105203423,non-significant,Non-diff
recombining,lg4,LOC105203424,non-significant,Non-diff
recombining,lg4,LOC105203425,non-significant,Non-diff
recombining,lg4,LOC105203426,non-significant,Non-diff
recombining,lg4,LOC105203427,non-significant,Non-diff
recombining,lg4,LOC105203428,non-significant,Non-diff
recombining,lg4,LOC105203430,non-significant,Non-diff
recombining,lg4,LOC105203431,non-significant,Non-diff
recombining,lg4,LOC105203432,non-significant,Non-diff
recombining,lg4,LOC105203433,non-significant,Non-diff
recombining,lg4,LOC105203434,non-significant,Non-diff
recombining,lg4,LOC105203435,non-significant,Non-diff
recombining,lg4,LOC105203436,non-significant,Non-diff
recombining,lg4,LOC105203437,non-significant,Non-diff
recombining,lg4,LOC105196230,non-significant,Non-diff
recombining,lg4,LOC105196231,non-significant,Non-diff
recombining,lg4,LOC105196232,non-significant,Non-diff
recombining,lg4,LOC105196233,non-significant,Non-diff
recombining,lg4,LOC105196234,significant,Poly
recombining,lg4,LOC105196235,non-significant,Non-diff
recombining,lg4,LOC105196237,non-significant,Non-diff
recombining,lg4,LOC105196238,non-significant,Non-diff
recombining,lg4,LOC105196239,non-significant,Non-diff
recombining,lg4,LOC105196240,non-significant,Non-diff
recombining,lg4,LOC105196241,non-significant,Non-diff
recombining,lg4,LOC105196242,non-significant,Non-diff
recombining,lg4,LOC105196243,non-significant,Non-diff
recombining,lg4,LOC105196244,non-significant,Non-diff
recombining,lg4,LOC105196246,non-significant,Non-diff
recombining,lg4,LOC105196247,non-significant,Non-diff
recombining,lg4,LOC105196248,non-significant,Non-diff
recombining,lg4,LOC105196249,non-significant,Non-diff
recombining,lg4,LOC105196250,non-significant,Non-diff
recombining,lg4,LOC105196251,non-significant,Non-diff
recombining,lg4,LOC105196252,non-significant,Non-diff
recombining,lg4,LOC105196253,non-significant,Non-diff
recombining,lg4,LOC105196255,non-significant,Non-diff
recombining,lg4,LOC105196256,non-significant,Non-diff
recombining,lg4,LOC105196257,non-significant,Non-diff
recombining,lg4,LOC105196258,non-significant,Non-diff
recombining,lg4,LOC105196259,non-significant,Non-diff
recombining,lg4,LOC105196260,non-significant,Non-diff
recombining,lg4,LOC105196261,non-significant,Non-diff
recombining,lg4,LOC105195527,non-significant,Non-diff
recombining,lg4,LOC105195528,non-significant,Non-diff
recombining,lg4,LOC105195529,non-significant,Non-diff
recombining,lg4,LOC105195530,non-significant,Non-diff
recombining,lg4,LOC105195531,non-significant,Non-diff
recombining,lg4,LOC105195532,non-significant,Non-diff
recombining,lg4,LOC105195533,non-significant,Non-diff
recombining,lg4,LOC105195534,non-significant,Non-diff
recombining,lg4,LOC105195535,non-significant,Non-diff
recombining,lg4,LOC105195536,non-significant,Non-diff
recombining,lg4,LOC105195537,non-significant,Non-diff
recombining,lg4,LOC105195538,non-significant,Non-diff
recombining,lg4,LOC105195539,non-significant,Non-diff
recombining,lg4,LOC105195540,non-significant,Non-diff
recombining,lg4,LOC105195541,non-significant,Non-diff
recombining,lg4,LOC105195542,non-significant,Non-diff
recombining,lg4,LOC105195543,non-significant,Non-diff
recombining,lg4,LOC105195544,significant,Poly
recombining,lg4,LOC105195545,non-significant,Non-diff
recombining,lg4,LOC105195546,non-significant,Non-diff
recombining,lg4,LOC105195547,non-significant,Non-diff
recombining,lg4,LOC105195548,non-significant,Non-diff
recombining,lg4,LOC105195549,non-significant,Non-diff
recombining,lg4,LOC105195550,non-significant,Non-diff
recombining,lg4,LOC105195551,non-significant,Non-diff
recombining,lg4,LOC105195553,non-significant,Non-diff
recombining,lg4,LOC105195554,non-significant,Non-diff
recombining,lg4,LOC105195555,non-significant,Non-diff
recombining,lg4,LOC105195556,non-significant,Non-diff
recombining,lg4,LOC105195557,non-significant,Non-diff
recombining,lg4,LOC105195558,non-significant,Non-diff
recombining,lg4,LOC105195559,non-significant,Non-diff
recombining,lg4,LOC105195560,non-significant,Non-diff
recombining,lg4,LOC105195562,non-significant,Non-diff
recombining,lg4,LOC105195563,non-significant,Non-diff
recombining,lg4,LOC105195564,non-significant,Non-diff
recombining,lg4,LOC105195565,non-significant,Non-diff
recombining,lg4,LOC105195566,non-significant,Non-diff
recombining,lg4,LOC105195567,non-significant,Non-diff
recombining,lg4,LOC105195568,non-significant,Non-diff
recombining,lg4,LOC105195569,non-significant,Non-diff
recombining,lg4,LOC105195571,non-significant,Non-diff
recombining,lg4,LOC105195572,non-significant,Non-diff
recombining,lg4,LOC105195573,non-significant,Non-diff
recombining,lg4,LOC105195574,non-significant,Non-diff
recombining,lg4,LOC105195575,non-significant,Non-diff
recombining,lg4,LOC105195576,non-significant,Non-diff
recombining,lg4,LOC105195578,significant,Mono
recombining,lg4,LOC105195579,non-significant,Non-diff
recombining,lg4,LOC105195580,non-significant,Non-diff
recombining,lg4,LOC105195581,non-significant,Non-diff
recombining,lg4,LOC105195582,non-significant,Non-diff
recombining,lg4,LOC105195583,non-significant,Non-diff
